"","origin","destination","distance","population_origin","gdp_origin","population_destination","gdp_destination","trade","x_jj","trade_sum_destination"
"2331","MAC","BHR",6339.58251953125,0.443536996841431,5876.24658203125,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2332","MAR","BHR",5529.42951544495,28.4657192230225,33334.06640625,0.672007977962494,7970.69091796875,0.410677007278088,3901.06355292712,4069.62736504163
"2333","MDA","BHR",3011.77454971008,4.14543676376343,1288.42016601562,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2334","MDG","BHR",5057.56019342041,16.1950645446777,3877.5751953125,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2335","MDV","BHR",3491.71365693245,0.290208995342255,624.333068847656,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2336","MEX","BHR",13840.4638999298,97.9660034179688,581426.4375,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2337","MKD","BHR",3169.27305252628,2.00951409339905,3586.88403320312,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2338","MLT","BHR",3585.37302121162,0.389999985694885,3873.34545898438,0.672007977962494,7970.69091796875,0.764546213549419,3901.06355292712,4069.62736504163
"2339","MNG","BHR",5325.60211264782,2.39800000190735,941.2978515625,0.672007977962494,7970.69091796875,0.0293405005199774,3901.06355292712,4069.62736504163
"2340","MOZ","BHR",5509.24498143349,17.9105205535889,3777.705078125,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2341","MRT","BHR",6735.88463641596,2.64451289176941,1081.16821289062,0.672007977962494,7970.69091796875,0.017094800302957,3901.06355292712,4069.62736504163
"2342","MUS","BHR",5221.79063232689,1.18687295913696,4469.3251953125,0.672007977962494,7970.69091796875,0.00941197016680054,3901.06355292712,4069.62736504163
"2343","MWI","BHR",4846.30029882135,11.5124540328979,1743.50659179688,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2344","MYS","BHR",6220.26338381653,22.997184753418,90319.7421875,0.672007977962494,7970.69091796875,32.7468005803444,3901.06355292712,4069.62736504163
"2345","NAM","BHR",6463.21427458343,1.89443600177765,3413.54467773438,0.672007977962494,7970.69091796875,0.0012686200224827,3901.06355292712,4069.62736504163
"2346","NCL","BHR",13542.6104048004,0.213220342993736,2682.34692382812,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2347","NER","BHR",4918.38901061974,11.7823839187622,1798.365234375,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2348","NGA","BHR",5153.97677559357,124.772605895996,45983.6015625,0.672007977962494,7970.69091796875,0.00217410003852977,3901.06355292712,4069.62736504163
"2349","NIC","BHR",13690.251217646,4.92028570175171,3936.32788085938,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2350","NLD","BHR",4751.53361840858,15.9254312515259,386510.5,0.672007977962494,7970.69091796875,59.9833310630348,3901.06355292712,4069.62736504163
"2351","NOR","BHR",4917.61877274113,4.49100017547607,166906.203125,0.672007977962494,7970.69091796875,2.21841403931511,3901.06355292712,4069.62736504163
"2352","NPL","BHR",3388.77478525639,24.4306163787842,5488.689453125,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2353","NZL","BHR",14663.03953647,3.85780000686646,52674.34375,0.672007977962494,7970.69091796875,6.83308012109701,3901.06355292712,4069.62736504163
"2354","OMN","BHR",806.759991608524,2.44199991226196,19867.880859375,0.672007977962494,7970.69091796875,13.5037102393151,3901.06355292712,4069.62736504163
"2355","PAK","BHR",2036.89389348469,138.080001831055,73320.828125,0.672007977962494,7970.69091796875,45.2872208025879,3901.06355292712,4069.62736504163
"2356","PAN","BHR",13431.6653141224,2.94994807243347,11620.5,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2357","PER","BHR",14254.1716659954,25.9521903991699,53290.390625,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2358","PHL","BHR",7506.27232331924,75.7661437988281,75912.546875,0.672007977962494,7970.69091796875,4.40245007802097,3901.06355292712,4069.62736504163
"2359","PNG","BHR",11034.0942561062,5.29886722564697,3419.95556640625,0.672007977962494,7970.69091796875,0.00885774015697838,3901.06355292712,4069.62736504163
"2360","POL","BHR",3871.25221539345,38.453800201416,171319.21875,0.672007977962494,7970.69091796875,0.740300013119723,3901.06355292712,4069.62736504163
"2361","PRT","BHR",5689.21930812531,10.2258033752441,112649.8984375,0.672007977962494,7970.69091796875,3.47534006159057,3901.06355292712,4069.62736504163
"2362","PRY","BHR",12876.1310423565,5.34626722335815,7071.265625,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2363","PYF","BHR",17736.280525676,0.236123993992805,3447.54321289062,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2364","QAT","BHR",131.758124530451,0.606338977813721,17759.888671875,0.672007977962494,7970.69091796875,18.924600335385,3901.06355292712,4069.62736504163
"2365","ROM","BHR",3098.57417942657,22.443000793457,37052.63671875,0.672007977962494,7970.69091796875,2.35400004171799,3901.06355292712,4069.62736504163
"2366","RUS","BHR",3555.77713880444,146.302993774414,259708.5,0.672007977962494,7970.69091796875,0.806571014294189,3901.06355292712,4069.62736504163
"2367","SAU","BHR",804.100500213216,20.6607036590576,188441.875,0.672007977962494,7970.69091796875,1584.49502808069,3901.06355292712,4069.62736504163
"2368","SDN","BHR",2304.97733992558,32.902416229248,12366.140625,0.672007977962494,7970.69091796875,2.09854703719081,3901.06355292712,4069.62736504163
"2369","SEN","BHR",7087.16630189514,10.342830657959,4373.30078125,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2370","SGP","BHR",6329.94659848633,4.0177001953125,92716.859375,0.672007977962494,7970.69091796875,28.996110513874,3901.06355292712,4069.62736504163
"2371","SLB","BHR",12376.840127804,0.41873300075531,299.277038574219,0.672007977962494,7970.69091796875,0.0152877002709312,3901.06355292712,4069.62736504163
"2372","SLE","BHR",6932.07922288361,4.50898694992065,633.786560058594,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2373","SLV","BHR",13810.3095994347,6.28048181533813,13134.1474609375,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2374","SUR","BHR",11221.4697089535,0.434017986059189,892.164367675781,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2375","SVK","BHR",3699.80604176025,5.38874101638794,20374.76171875,0.672007977962494,7970.69091796875,0.103829001840075,3901.06355292712,4069.62736504163
"2376","SVN","BHR",3858.01783102341,1.9889999628067,19311.58984375,0.672007977962494,7970.69091796875,0.242163004291654,3901.06355292712,4069.62736504163
"2377","SWE","BHR",4526.20562591515,8.86900043487549,242004.09375,0.672007977962494,7970.69091796875,27.5556004883451,3901.06355292712,4069.62736504163
"2378","SWZ","BHR",6208.92804760551,1.04499995708466,1388.70324707031,0.672007977962494,7970.69091796875,0.187845003329021,3901.06355292712,4069.62736504163
"2379","SYC","BHR",3473.58265268249,0.0811309963464737,614.879760742188,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2380","SYR","BHR",1629.00340430193,16.8128242492676,19325.89453125,0.672007977962494,7970.69091796875,11.311200200459,3901.06355292712,4069.62736504163
"2381","TGO","BHR",5632.61390384045,5.36375093460083,1329.1103515625,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2382","THA","BHR",5382.42876314602,61.4383125305176,122725.2421875,0.672007977962494,7970.69091796875,31.4586005575147,3901.06355292712,4069.62736504163
"2383","TKM","BHR",1640.42789479613,4.50214004516602,2904.66259765625,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2384","TON","BHR",15361.5523510941,0.100189998745918,147.332382202148,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2385","TTO","BHR",11630.5696149204,1.28470003604889,8154.31591796875,0.672007977962494,7970.69091796875,0.0250667004442363,3901.06355292712,4069.62736504163
"2386","TUN","BHR",3965.12060008278,9.56350040435791,19443.27734375,0.672007977962494,7970.69091796875,8.13555614417972,3901.06355292712,4069.62736504163
"2387","TUR","BHR",2293.70758810415,67.4199981689453,199267.3125,0.672007977962494,7970.69091796875,29.2211005178613,3901.06355292712,4069.62736504163
"2388","TWN","BHR",7001.65024952469,22.1299991607666,321230,0.672007977962494,7970.69091796875,15.4453902737258,3901.06355292712,4069.62736504163
"2389","TZA","BHR",3898.07643178825,33.8487548828125,9079.2626953125,0.672007977962494,7970.69091796875,0.504427008939542,3901.06355292712,4069.62736504163
"2390","UGA","BHR",3442.29154279995,24.308744430542,5926.3740234375,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2391","UKR","BHR",2941.58815047989,49.1758460998535,31261.52734375,0.672007977962494,7970.69091796875,0.990000017544949,3901.06355292712,4069.62736504163
"2392","URY","BHR",13085.2490317955,3.30084729194641,20670.509765625,0.672007977962494,7970.69091796875,0.030767000545258,3901.06355292712,4069.62736504163
"2393","USA","BHR",11873.8661002594,282.223999023438,9764800,0.672007977962494,7970.69091796875,452.210008014143,3901.06355292712,4069.62736504163
"2394","UZB","BHR",2312.54132894278,24.6499996185303,13760.375,0.672007977962494,7970.69091796875,0.326479005785917,3901.06355292712,4069.62736504163
"2395","VCT","BHR",11456.4980643921,0.115948997437954,335.185180664062,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2396","VEN","BHR",12245.3685827293,24.3110008239746,117147.6171875,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2397","VNM","BHR",5989.12118240166,77.6353988647461,31172.517578125,0.672007977962494,7970.69091796875,0.194700003450507,3901.06355292712,4069.62736504163
"2398","VUT","BHR",13533.6569914665,0.191457003355026,244.559661865234,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2399","WSM","BHR",15412.0439667023,0.17747500538826,231.646789550781,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2400","YEM","BHR",1454.48920096574,17.9365921020508,9441.4736328125,0.672007977962494,7970.69091796875,0.00378869006714381,3901.06355292712,4069.62736504163
"2401","YUG","BHR",3349.65163493118,8.13723659515381,8602.798828125,0.672007977962494,7970.69091796875,0.0289752005135035,3901.06355292712,4069.62736504163
"2402","ZAF","BHR",6664.46267136383,44,132877.640625,0.672007977962494,7970.69091796875,4.76286808440836,3901.06355292712,4069.62736504163
"2403","ZAR","BHR",4831.43768947277,50.0521011352539,4305.79736328125,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2404","ZMB","BHR",5097.15477998629,10.7021141052246,3237.71997070312,0.672007977962494,7970.69091796875,0,3901.06355292712,4069.62736504163
"2405","ZWE","BHR",5445.4998845849,12.5950841903687,7399.22412109375,0.672007977962494,7970.69091796875,0.000965830017116604,3901.06355292712,4069.62736504163
"2406","AGO","BHS",10610.8248713911,13.8406362533569,9129.1796875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2407","ARE","BHS",12465.5355121101,3.24699997901917,70591.421875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2408","ARG","BHS",6760.75744365158,36.8957138061523,284203.75,0.301438003778458,5004.00048828125,7.5273001334001,1209.59641120617,3794.40407707508
"2409","ATG","BHS",1858.85465083675,0.0764859989285469,678.5185546875,0.301438003778458,5004.00048828125,0.0443420007858365,1209.59641120617,3794.40407707508
"2410","AUS","BHS",15783.8239991535,19.1529998779297,399663.71875,0.301438003778458,5004.00048828125,4.20792007457348,1209.59641120617,3794.40407707508
"2411","AUT","BHS",8145.73517771225,8.01156044006348,193838.5,0.301438003778458,5004.00048828125,1.30394002310865,1209.59641120617,3794.40407707508
"2412","AZE","BHS",10851.5453588196,8.04853439331055,5272.6171875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2413","BEL","BHS",7300.8757112114,10.2519998550415,231933.484375,0.301438003778458,5004.00048828125,33.0110005850266,1209.59641120617,3794.40407707508
"2414","BEN","BHS",8626.03201015549,7.19695520401001,2254.8388671875,0.301438003778458,5004.00048828125,0.00525978209321476,1209.59641120617,3794.40407707508
"2415","BGD","BHS",14432.239896965,128.915878295898,47096.83984375,0.301438003778458,5004.00048828125,0.196275003478419,1209.59641120617,3794.40407707508
"2416","BGR","BHS",9070.26382208405,8.0600004196167,12599.3916015625,0.301438003778458,5004.00048828125,0.0440000007797755,1209.59641120617,3794.40407707508
"2417","BHR","BHS",12033.7199840195,0.672007977962494,7970.69091796875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2418","BLR","BHS",8723.06942862091,10.0050001144409,12736.8564453125,0.301438003778458,5004.00048828125,0.00319000005653373,1209.59641120617,3794.40407707508
"2419","BLZ","BHS",1436.62788188057,0.249799996614456,831.799987792969,0.301438003778458,5004.00048828125,0.0159500002826686,1209.59641120617,3794.40407707508
"2420","BOL","BHS",4928.7867032361,8.31664752960205,8397.8583984375,0.301438003778458,5004.00048828125,0.053900000955225,1209.59641120617,3794.40407707508
"2421","BRA","BHS",6013.86028391952,173.857666015625,644475.125,0.301438003778458,5004.00048828125,29.3574005202769,1209.59641120617,3794.40407707508
"2422","BRB","BHS",2315.39454302688,0.266088992357254,2544.4736328125,0.301438003778458,5004.00048828125,2.33199004132793,1209.59641120617,3794.40407707508
"2423","BRN","BHS",16430.5566912125,0.33346301317215,4316.18310546875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2424","CAN","BHS",2797.15974799528,30.7696990966797,714458.25,0.301438003778458,5004.00048828125,18.8050503332663,1209.59641120617,3794.40407707508
"2425","CHE","BHS",7637.05150977173,7.18422222137451,246049.734375,0.301438003778458,5004.00048828125,51.0583009048639,1209.59641120617,3794.40407707508
"2426","CHL","BHS",6560.25145976715,15.4118299484253,75213.3046875,0.301438003778458,5004.00048828125,0.990000017544949,1209.59641120617,3794.40407707508
"2427","CHN","BHS",13048.7151150482,1262.64501953125,1198480.25,0.301438003778458,5004.00048828125,8.45350014981437,1209.59641120617,3794.40407707508
"2428","CIV","BHS",8002.78421734657,16.7349510192871,10425.29296875,0.301438003778458,5004.00048828125,2.25289903992626,1209.59641120617,3794.40407707508
"2429","CMR","BHS",9629.45367346153,14.8563432693481,10075.041015625,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2430","COG","BHS",10373.7123004379,3.43779706954956,3219.89379882812,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2431","COL","BHS",2185.91347182159,41.6825942993164,83778.6171875,0.301438003778458,5004.00048828125,28.9496005130498,1209.59641120617,3794.40407707508
"2432","CRI","BHS",1850.41455241432,3.92879700660706,15946.4970703125,0.301438003778458,5004.00048828125,3.85126506825278,1209.59641120617,3794.40407707508
"2433","CYP","BHS",10127.4325487649,0.694000005722046,9147.166015625,0.301438003778458,5004.00048828125,0.0706661012523567,1209.59641120617,3794.40407707508
"2434","CZE","BHS",8095.41475404358,10.2733001708984,56720.8359375,0.301438003778458,5004.00048828125,0.655466911616297,1209.59641120617,3794.40407707508
"2435","DEU","BHS",7665.65731084671,82.2099990844727,1900221.125,0.301438003778458,5004.00048828125,41.0828007280764,1209.59641120617,3794.40407707508
"2436","DMA","BHS",2011.73438149548,0.0713260024785995,271.170379638672,0.301438003778458,5004.00048828125,0.0786296513934881,1209.59641120617,3794.40407707508
"2437","DNK","BHS",7641.26913254623,5.3373441696167,160082.640625,0.301438003778458,5004.00048828125,2.31001104093841,1209.59641120617,3794.40407707508
"2438","DOM","BHS",1058.64236339192,8.74398326873779,19772.244140625,0.301438003778458,5004.00048828125,0.900501015958833,1209.59641120617,3794.40407707508
"2439","DZA","BHS",7612.5034843895,30.463134765625,54790.0625,0.301438003778458,5004.00048828125,43.8928007778757,1209.59641120617,3794.40407707508
"2440","ECU","BHS",2996.78922343998,12.3055438995361,15941.642578125,0.301438003778458,5004.00048828125,3.77427006688826,1209.59641120617,3794.40407707508
"2441","EGY","BHS",10239.5960928238,67.2854995727539,99838.5390625,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2442","ESP","BHS",6982.64539041443,40.2631988525391,580673.5,0.301438003778458,5004.00048828125,69.1558012255909,1209.59641120617,3794.40407707508
"2443","EST","BHS",8323.52291198425,1.3695125579834,5623.40234375,0.301438003778458,5004.00048828125,2.7830000493208,1209.59641120617,3794.40407707508
"2444","ETH","BHS",12136.6595893051,64.2979965209961,7903.38720703125,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2445","FIN","BHS",8192.81183151245,5.17619752883911,120562.921875,0.301438003778458,5004.00048828125,0.211310003744872,1209.59641120617,3794.40407707508
"2446","FJI","BHS",12250.5199354909,0.810736000537872,1652.77648925781,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2447","FRA","BHS",7298.16255900421,58.8955154418945,1327962.875,0.301438003778458,5004.00048828125,83.5023214798424,1209.59641120617,3794.40407707508
"2448","GAB","BHS",9767.5571872757,1.27209401130676,5067.8388671875,0.301438003778458,5004.00048828125,0.00241693104283327,1209.59641120617,3794.40407707508
"2449","GBR","BHS",6890.49203758965,59.7429809570312,1442844.625,0.301438003778458,5004.00048828125,41.8353107414125,1209.59641120617,3794.40407707508
"2450","GEO","BHS",10417.6912187187,4.7200608253479,3057.45361328125,0.301438003778458,5004.00048828125,0.770537013655589,1209.59641120617,3794.40407707508
"2451","GHA","BHS",8388.74137466087,19.8669834136963,4972.1220703125,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2452","GIN","BHS",7022.79174500484,8.20262813568115,3112.36254882812,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2453","GMB","BHS",6501.67078252525,1.31588399410248,420.894592285156,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2454","GNB","BHS",6653.23226280937,1.36565005779266,215.455490112305,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2455","GRC","BHS",9182.49069138336,10.9174995422363,114600.9765625,0.301438003778458,5004.00048828125,28.6892105084351,1209.59641120617,3794.40407707508
"2456","GRD","BHS",2216.59218959579,0.101400002837181,410.407409667969,0.301438003778458,5004.00048828125,4.07440007220721e-05,1209.59641120617,3794.40407707508
"2457","GTM","BHS",1821.66180841942,11.1663761138916,19290.56640625,0.301438003778458,5004.00048828125,0.223701503964476,1209.59641120617,3794.40407707508
"2458","GUY","BHS",2940.08711371955,0.743682980537415,712.667907714844,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2459","HKG","BHS",14580.3120722443,6.66499996185303,168753.9375,0.301438003778458,5004.00048828125,4.07982007230327,1209.59641120617,3794.40407707508
"2460","HND","BHS",1562.43037143745,6.42433977127075,5956.09619140625,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2461","HRV","BHS",8322.00382447624,4.50250005722046,18427.228515625,0.301438003778458,5004.00048828125,0.132000002339327,1209.59641120617,3794.40407707508
"2462","HTI","BHS",905.810028439641,7.93879079818726,3848.61962890625,0.301438003778458,5004.00048828125,0.115012002038262,1209.59641120617,3794.40407707508
"2463","HUN","BHS",8451.72833818893,10.2109708786011,47958.18359375,0.301438003778458,5004.00048828125,0.990000017544949,1209.59641120617,3794.40407707508
"2464","IDN","BHS",17627.108320726,206.264999389648,165020.53125,0.301438003778458,5004.00048828125,0.413961007336288,1209.59641120617,3794.40407707508
"2465","IND","BHS",14072.3906338669,1015.92297363281,460195.40625,0.301438003778458,5004.00048828125,2.28250004045086,1209.59641120617,3794.40407707508
"2466","IRL","BHS",6509.96242169666,3.80539989471436,96166.390625,0.301438003778458,5004.00048828125,3.65959006485588,1209.59641120617,3794.40407707508
"2467","IRN","BHS",11461.5914389755,63.6640014648438,101286.515625,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2468","IRQ","BHS",11083.0669499592,22.6760005950928,25857.10546875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2469","ISL","BHS",5874.2706888895,0.28099998831749,8627.9970703125,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2470","ISR","BHS",10430.4789484253,6.28900003433228,115487.2109375,0.301438003778458,5004.00048828125,0.330000005848316,1209.59641120617,3794.40407707508
"2471","ITA","BHS",8100.10986763992,56.948600769043,1097344.125,0.301438003778458,5004.00048828125,636.089311272883,1209.59641120617,3794.40407707508
"2472","JAM","BHS",815.775862858331,2.5893886089325,8027.2646484375,0.301438003778458,5004.00048828125,2.39469004243911,1209.59641120617,3794.40407707508
"2473","JPN","BHS",12310.8594754677,126.870002746582,4649615,0.301438003778458,5004.00048828125,383.972006804817,1209.59641120617,3794.40407707508
"2474","KAZ","BHS",11269.9475079414,14.8835887908936,18291.990234375,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2475","KEN","BHS",12541.6954455292,30.6893310546875,12705.2734375,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2476","KGZ","BHS",11971.8738232933,4.91529989242554,1369.69189453125,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2477","KNA","BHS",2171.2794555254,0.0442860014736652,329.203704833984,0.301438003778458,5004.00048828125,2.97440005271283e-05,1209.59641120617,3794.40407707508
"2478","KOR","BHS",12646.7521375637,47.0081100463867,511657.53125,0.301438003778458,5004.00048828125,536.170009502096,1209.59641120617,3794.40407707508
"2479","KWT","BHS",11618.6800382057,2.19000005722046,37718.01171875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2480","LBN","BHS",10369.9362400328,3.77228307723999,16821.890625,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2481","LBR","BHS",7422.2390401783,3.06544089317322,560.899963378906,0.301438003778458,5004.00048828125,0.0138569002455744,1209.59641120617,3794.40407707508
"2482","LBY","BHS",8848.68973744202,5.30625009536743,34495.01171875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2483","LCA","BHS",2139.65802258153,0.15599599480629,685.374084472656,0.301438003778458,5004.00048828125,0.00199630003537877,1209.59641120617,3794.40407707508
"2484","LKA","BHS",15647.4738552109,19.3589992523193,16331.8740234375,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2485","LTU","BHS",8407.94204920883,3.49952745437622,11418.42578125,0.301438003778458,5004.00048828125,0.951390016860696,1209.59641120617,3794.40407707508
"2486","LVA","BHS",8355.16859471512,2.37199997901917,7833.068359375,0.301438003778458,5004.00048828125,0.0720449412767928,1209.59641120617,3794.40407707508
"2487","MAC","BHS",14633.7373046875,0.443536996841431,5876.24658203125,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2488","MAR","BHS",6784.79984627972,28.4657192230225,33334.06640625,0.301438003778458,5004.00048828125,0.00175989003118907,1209.59641120617,3794.40407707508
"2489","MDA","BHS",9114.39426911201,4.14543676376343,1288.42016601562,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2490","MDG","BHS",14358.4550537247,16.1950645446777,3877.5751953125,0.301438003778458,5004.00048828125,0.00025480400451568,1209.59641120617,3794.40407707508
"2491","MEX","BHS",2511.91202130566,97.9660034179688,581426.4375,0.301438003778458,5004.00048828125,27.2336004826385,1209.59641120617,3794.40407707508
"2492","MKD","BHS",8865.5771046299,2.00951409339905,3586.88403320312,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2493","MLT","BHS",8563.71783721161,0.389999985694885,3873.34545898438,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2494","MUS","BHS",15402.4423371704,1.18687295913696,4469.3251953125,0.301438003778458,5004.00048828125,0.0413302007324609,1209.59641120617,3794.40407707508
"2495","MWI","BHS",12872.2071089741,11.5124540328979,1743.50659179688,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2496","MYS","BHS",16759.4147004379,22.997184753418,90319.7421875,0.301438003778458,5004.00048828125,0.496238608794425,1209.59641120617,3794.40407707508
"2497","NGA","BHS",8951.35653818741,124.772605895996,45983.6015625,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2498","NIC","BHS",1718.92344237118,4.92028570175171,3936.32788085938,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2499","NLD","BHS",7329.94034057159,15.9254312515259,386510.5,0.301438003778458,5004.00048828125,5.48614009722631,1209.59641120617,3794.40407707508
"2500","NOR","BHS",7428.40381011658,4.49100017547607,166906.203125,0.301438003778458,5004.00048828125,54.9370809736043,1209.59641120617,3794.40407707508
"2501","NZL","BHS",13266.1554846626,3.85780000686646,52674.34375,0.301438003778458,5004.00048828125,1.55880002762532,1209.59641120617,3794.40407707508
"2502","PAK","BHS",13069.8543176147,138.080001831055,73320.828125,0.301438003778458,5004.00048828125,4.42499207842046,1209.59641120617,3794.40407707508
"2503","PAN","BHS",1859.99814635415,2.94994807243347,11620.5,0.301438003778458,5004.00048828125,1.43106002536149,1209.59641120617,3794.40407707508
"2504","PER","BHS",4082.14775772943,25.9521903991699,53290.390625,0.301438003778458,5004.00048828125,2.03833303612369,1209.59641120617,3794.40407707508
"2505","PHL","BHS",15240.5976887062,75.7661437988281,75912.546875,0.301438003778458,5004.00048828125,1.18632002102417,1209.59641120617,3794.40407707508
"2506","POL","BHS",8276.44029108353,38.453800201416,171319.21875,0.301438003778458,5004.00048828125,5.64300010000621,1209.59641120617,3794.40407707508
"2507","PRT","BHS",6452.89101878357,10.2258033752441,112649.8984375,0.301438003778458,5004.00048828125,0.664950011784358,1209.59641120617,3794.40407707508
"2508","PRY","BHS",6053.72036195106,5.34626722335815,7071.265625,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2509","PYF","BHS",9149.68038042145,0.236123993992805,3447.54321289062,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2510","QAT","BHS",12164.0598457653,0.606338977813721,17759.888671875,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2511","ROM","BHS",8972.14260136032,22.443000793457,37052.63671875,0.301438003778458,5004.00048828125,0.132000002339327,1209.59641120617,3794.40407707508
"2512","RUS","BHS",9628.06653745422,146.302993774414,259708.5,0.301438003778458,5004.00048828125,95.8234216981991,1209.59641120617,3794.40407707508
"2513","SAU","BHS",11627.3574178894,20.6607036590576,188441.875,0.301438003778458,5004.00048828125,20.6139003653231,1209.59641120617,3794.40407707508
"2514","SEN","BHS",6397.28516215706,10.342830657959,4373.30078125,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2515","SGP","BHS",17064.6195897461,4.0177001953125,92716.859375,0.301438003778458,5004.00048828125,136.097002411934,1209.59641120617,3794.40407707508
"2516","SLB","BHS",13741.0876512438,0.41873300075531,299.277038574219,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2517","SLE","BHS",7092.50418947277,4.50898694992065,633.786560058594,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2518","SLV","BHS",1781.46690974731,6.28048181533813,13134.1474609375,0.301438003778458,5004.00048828125,0.953072016890505,1209.59641120617,3794.40407707508
"2519","SUR","BHS",3299.73577239046,0.434017986059189,892.164367675781,0.301438003778458,5004.00048828125,0,1209.59641120617,3794.40407707508
"2520","SVK","BHS",8380.34163090439,5.38874101638794,20374.76171875,0.301438003778458,5004.00048828125,0.851202015085147,1209.59641120617,3794.40407707508
"2521","SVN","BHS",8181.51111307907,1.9889999628067,19311.58984375,0.301438003778458,5004.00048828125,0.115972002055276,1209.59641120617,3794.40407707508
"2522","SWE","BHS",7808.62986204834,8.86900043487549,242004.09375,0.301438003778458,5004.00048828125,2.29526004067699,1209.59641120617,3794.40407707508
