"","origin","destination","distance","population_origin","gdp_origin","population_destination","gdp_destination","trade","x_jj","trade_sum_destination"
"29","CRI","AGO",11066.5795012863,3.92879700660706,15946.4970703125,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"30","CYP","AGO",5396.99558510189,0.694000005722046,9147.166015625,13.8406362533569,9129.1796875,0.14959000265106,6928.93519825389,2200.24448924611
"31","CZE","AGO",6653.97992454376,10.2733001708984,56720.8359375,13.8406362533569,9129.1796875,1.01160001792775,6928.93519825389,2200.24448924611
"32","DEU","AGO",6825.5592958931,82.2099990844727,1900221.125,13.8406362533569,9129.1796875,32.631500578301,6928.93519825389,2200.24448924611
"33","DNK","AGO",7308.25668305511,5.3373441696167,160082.640625,13.8406362533569,9129.1796875,7.77314013775692,6928.93519825389,2200.24448924611
"34","DOM","AGO",9734.70073564758,8.74398326873779,19772.244140625,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"35","DZA","AGO",5223.22729772415,30.463134765625,54790.0625,13.8406362533569,9129.1796875,0.00217478003854182,6928.93519825389,2200.24448924611
"36","ECU","AGO",10339.4318113197,12.3055438995361,15941.642578125,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"37","EGY","AGO",4814.24916173916,67.2854995727539,99838.5390625,13.8406362533569,9129.1796875,0.269549004776993,6928.93519825389,2200.24448924611
"38","ESP","AGO",5815.76847103882,40.2631988525391,580673.5,13.8406362533569,9129.1796875,68.0118012053167,6928.93519825389,2200.24448924611
"39","EST","AGO",7745.41746244469,1.3695125579834,5623.40234375,13.8406362533569,9129.1796875,0.0330000005848316,6928.93519825389,2200.24448924611
"40","FIN","AGO",7962.54342356796,5.17619752883911,120562.921875,13.8406362533569,9129.1796875,1.99144003529264,6928.93519825389,2200.24448924611
"41","FRA","AGO",6384.80457237473,58.8955154418945,1327962.875,13.8406362533569,9129.1796875,130.893402319715,6928.93519825389,2200.24448924611
"42","GAB","AGO",1179.84246825577,1.27209401130676,5067.8388671875,13.8406362533569,9129.1796875,1.27295002255944,6928.93519825389,2200.24448924611
"43","GBR","AGO",7092.60311626434,59.7429809570312,1442844.625,13.8406362533569,9129.1796875,125.19800221878,6928.93519825389,2200.24448924611
"44","GHA","AGO",2422.77552738085,19.8669834136963,4972.1220703125,13.8406362533569,9129.1796875,16.7310002965096,6928.93519825389,2200.24448924611
"45","GIN","AGO",3666.29738665867,8.20262813568115,3112.36254882812,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"46","GMB","AGO",4221.76393766565,1.31588399410248,420.894592285156,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"47","GNB","AGO",4045.28707086263,1.36565005779266,215.455490112305,13.8406362533569,9129.1796875,0.00480175308509749,6928.93519825389,2200.24448924611
"48","GRC","AGO",5457.88396787338,10.9174995422363,114600.9765625,13.8406362533569,9129.1796875,0.293854005207731,6928.93519825389,2200.24448924611
"49","GTM","AGO",11836.5158571487,11.1663761138916,19290.56640625,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"50","GUY","AGO",8175.5614718483,0.743682980537415,712.667907714844,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"51","HKG","AGO",11483.7714954102,6.66499996185303,168753.9375,13.8406362533569,9129.1796875,21.3838003789674,6928.93519825389,2200.24448924611
"52","HRV","AGO",6139.0527510191,4.50250005722046,18427.228515625,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"53","HUN","AGO",6385.49218862534,10.2109708786011,47958.18359375,13.8406362533569,9129.1796875,0.330000005848316,6928.93519825389,2200.24448924611
"54","IDN","AGO",10408.9614734306,206.264999389648,165020.53125,13.8406362533569,9129.1796875,20.1822003576724,6928.93519825389,2200.24448924611
"55","IND","AGO",7771.99533949509,1015.92297363281,460195.40625,13.8406362533569,9129.1796875,14.0525002490408,6928.93519825389,2200.24448924611
"56","IRL","AGO",7275.02997652283,3.80539989471436,96166.390625,13.8406362533569,9129.1796875,3.35302005942279,6928.93519825389,2200.24448924611
"57","IRN","AGO",6361.97406514893,63.6640014648438,101286.515625,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"58","IRQ","AGO",5831.6245611866,22.6760005950928,25857.10546875,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"59","ISL","AGO",8765.3660082407,0.28099998831749,8627.9970703125,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"60","ISR","AGO",5173.6675258976,6.28900003433228,115487.2109375,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"61","ITA","AGO",5850.5379063385,56.948600769043,1097344.125,13.8406362533569,9129.1796875,70.2999012458669,6928.93519825389,2200.24448924611
"62","JAM","AGO",10439.6490896742,2.5893886089325,8027.2646484375,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"63","JOR","AGO",5211.90045787849,4.7975001335144,8460.423828125,13.8406362533569,9129.1796875,0.100536001781716,6928.93519825389,2200.24448924611
"64","JPN","AGO",13676.4241565414,126.870002746582,4649615,13.8406362533569,9129.1796875,27.9790504958495,6928.93519825389,2200.24448924611
"65","KEN","AGO",2758.79578536253,30.6893310546875,12705.2734375,13.8406362533569,9129.1796875,0.0934857016567696,6928.93519825389,2200.24448924611
"66","KGZ","AGO",8434.70242008362,4.91529989242554,1369.69189453125,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"67","KHM","AGO",10326.0720472403,12.7443809509277,3668.39819335938,13.8406362533569,9129.1796875,0,6928.93519825389,2200.24448924611
"68","KOR","AGO",12773.3942141258,47.0081100463867,511657.53125,13.8406362533569,9129.1796875,18.3011003243352,6928.93519825389,2200.24448924611
